fid,gid,objeto,fna,gna,nam,PROVINCIA,ACTIVIDAD,JUL_2020,AGO_2020,SEP_2020,OCT_2020,NOV_2020,DIC_2020,ENE_2021,FEB_2021,MAR_2021,ABR_2021,MAY_2021,JUN_2021,JUL_2021,AGO_2021,SEP_2021,OCT_2021,NOV_2021,DIC_2021,ENE_2022,FEB_2022,MAR_2022,ABR_2022,MAY_2022,JUN_2022,JUL_2022,AGO_2022,SEP_2022,OCT_2022,NOV_2022,DIC_2022,ENE_2023,FEB_2023,MAR_2023,ABR_2023,MAY_2023,JUN_2023,JUL_2023,AGO_2023,SEP_2023,OCT_2023,NOV_2023,DIC_2023,ENE_2024,FEB_2024,MAR_2024,ABR_2024,MAY_2024,JUN_2024,JUL_2024,AGO_2024,SEP_2024
508,1445,Departamento,Departamento Chalileo,Departamento,Chalileo,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1433,Departamento,Departamento Chapaleufú,Departamento,Chapaleufú,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1111,Departamento,Partido de Chascomús,Partido,Chascomús,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
507,1432,Departamento,Departamento Chical Co,Departamento,Chical Co,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1237,Departamento,Partido de Chivilcoy,Partido,Chivilcoy,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
131,1266,Departamento,Partido de Colón,Partido,Colón,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1499,Departamento,Departamento Colón,Departamento,Colón,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
419,1544,Departamento,Departamento Colón,Departamento,Colón,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
324,1325,Departamento,Departamento Comandante Fernández,Departamento,Comandante Fernández,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1488,Departamento,Departamento Concepción,Departamento,Concepción,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1504,Departamento,Departamento Concepción,Departamento,Concepción,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1501,Departamento,Departamento Concordia,Departamento,Concordia,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
178,1447,Departamento,Departamento Conhelo,Departamento,Conhelo,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1425,Departamento,Departamento Constitución,Departamento,Constitución,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
144,1303,Departamento,Partido de Coronel de Marina Leonardo Rosales,Partido,Coronel de Marina Leonardo Rosales,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
34,1104,Departamento,Partido de Coronel Dorrego,Partido,Coronel Dorrego,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1100,Departamento,Partido de Coronel Pringles,Partido,Coronel Pringles,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1078,Departamento,Partido de Coronel Suárez,Partido,Coronel Suárez,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1528,Departamento,Departamento Cruz del Eje,Departamento,Cruz del Eje,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1474,Departamento,Departamento Curacó,Departamento,Curacó,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1515,Departamento,Departamento Curuzú Cuatiá,Departamento,Curuzú Cuatiá,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
123,1258,Departamento,Partido de Daireaux,Partido,Daireaux,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1368,Departamento,Departamento Diamante,Departamento,Diamante,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
121,1256,Departamento,Partido de Dolores,Partido,Dolores,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
378,1494,Departamento,Departamento Eldorado,Departamento,Eldorado,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1508,Departamento,Departamento Empedrado,Departamento,Empedrado,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1262,Departamento,Partido de Ensenada,Partido,Ensenada,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1067,Departamento,Partido de Escobar,Partido,Escobar,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1513,Departamento,Departamento Esquina,Departamento,Esquina,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
80,1214,Departamento,Partido de Esteban Echeverría,Partido,Esteban Echeverría,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1219,Departamento,Partido de Exaltación de la Cruz,Partido,Exaltación de la Cruz,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1243,Departamento,Partido de Ezeiza,Partido,Ezeiza,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1496,Departamento,Departamento Federación,Departamento,Federación,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
336,1361,Departamento,Departamento Federal,Departamento,Federal,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
341,1366,Departamento,Departamento Feliciano,Departamento,Feliciano,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
109,1244,Departamento,Partido de Florencio Varela,Partido,Florencio Varela,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1313,Departamento,Partido de Florentino Ameghino,Partido,Florentino Ameghino,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1292,Departamento,Departamento Formosa,Departamento,Formosa,FORMOSA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1163,Departamento,Departamento Fray Justo Santa María de Oro,Departamento,Fray Justo Santa María de Oro,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1476,Departamento,Departamento Garay,Departamento,Garay,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
17,1081,Departamento,Partido de General Alvarado,Partido,General Alvarado,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1249,Departamento,Partido de General Alvear,Partido,General Alvear,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
400,1519,Departamento,Departamento General Alvear,Departamento,General Alvear,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1296,Departamento,Partido de General Arenales,Partido,General Arenales,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
75,1209,Departamento,Partido de General Belgrano,Partido,General Belgrano,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
325,1326,Departamento,Departamento General Belgrano,Departamento,General Belgrano,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1327,Departamento,Departamento General Donovan,Departamento,General Donovan,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1123,Departamento,Departamento General Güemes,Departamento,General Güemes,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1075,Departamento,Partido de General Guido,Partido,General Guido,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1076,Departamento,Partido de General Juan Madariaga,Partido,General Juan Madariaga,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
116,1251,Departamento,Partido de General La Madrid,Partido,General La Madrid,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1240,Departamento,Partido de General Las Heras,Partido,General Las Heras,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
22,1086,Departamento,Partido de General Lavalle,Partido,General Lavalle,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
183,1463,Departamento,Departamento General López,Departamento,General López,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
377,1493,Departamento,Departamento General Manuel Belgrano,Departamento,General Manuel Belgrano,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1462,Departamento,Departamento General Obligado,Departamento,General Obligado,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
10,1074,Departamento,Partido de General Paz,Partido,General Paz,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1507,Departamento,Departamento General Paz,Departamento,General Paz,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1101,Departamento,Partido de General Pinto,Partido,General Pinto,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1082,Departamento,Partido de General Pueyrredón,Partido,General Pueyrredón,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1539,Departamento,Departamento General Roca,Departamento,General Roca,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
99,1233,Departamento,Partido de General Rodríguez,Partido,General Rodríguez,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1230,Departamento,Partido General San Martín,Partido,General San Martín,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1547,Departamento,Departamento General San Martín,Departamento,General San Martín,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
107,1242,Departamento,Partido de General Viamonte,Partido,General Viamonte,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
48,1134,Departamento,Partido de General Villegas,Partido,General Villegas,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
393,1512,Departamento,Departamento Goya,Departamento,Goya,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
155,1370,Departamento,Departamento Gualeguay,Departamento,Gualeguay,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
193,1500,Departamento,Departamento Gualeguaychú,Departamento,Gualeguaychú,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
126,1261,Departamento,Partido de Guaminí,Partido,Guaminí,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
374,1490,Departamento,Departamento Guaraní,Departamento,Guaraní,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1438,Departamento,Departamento Guatraché,Departamento,Guatraché,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1255,Departamento,Partido de Hipólito Yrigoyen,Partido,Hipólito Yrigoyen,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1436,Departamento,Departamento Hucal,Departamento,Hucal,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1226,Departamento,Partido de Hurlingham,Partido,Hurlingham,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1492,Departamento,Departamento Iguazú,Departamento,Iguazú,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1161,Departamento,Departamento Independencia,Departamento,Independencia,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1427,Departamento,Departamento Iriondo,Departamento,Iriondo,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
420,1545,Departamento,Departamento Ischilín,Departamento,Ischilín,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
191,1497,Departamento,Departamento Islas del Ibicuy,Departamento,Islas del Ibicuy,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
405,1524,Departamento,Departamento Itatí,Departamento,Itatí,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1232,Departamento,Partido de Ituzaingó,Partido,Ituzaingó,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1522,Departamento,Departamento Ituzaingó,Departamento,Ituzaingó,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1068,Departamento,Partido de José C. Paz,Partido,José C. Paz,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1543,Departamento,Departamento Juárez Celman,Departamento,Juárez Celman,CÓRDOBA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,1523/23,1523/23,1523/23,1523/23,1523/23,1523/23,,,,,,,
88,1222,Departamento,Partido de Junín,Partido,Junín,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
359,1469,Departamento,Departamento La Capital,Departamento,La Capital,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
23,1087,Departamento,Partido de La Costa,Partido,La Costa,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1073,Departamento,Partido de La Matanza,Partido,La Matanza,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1365,Departamento,Departamento La Paz,Departamento,La Paz,ENTRE RÍOS,HORTICULTURA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,,,,,,
152,1329,Departamento,Partido de La Plata,Partido,La Plata,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1121,Departamento,Departamento Laishi,Departamento,Laishi,FORMOSA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1320,Departamento,Partido de Lanús,Partido,Lanús,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1263,Departamento,Partido de Laprida,Partido,Laprida,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1428,Departamento,Departamento Las Colonias,Departamento,Las Colonias,SANTA FE,HORTICULTURA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
2,1065,Departamento,Partido de Las Flores,Partido,Las Flores,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1511,Departamento,Departamento Lavalle,Departamento,Lavalle,CORRIENTES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
140,1294,Departamento,Partido de Leandro N. Alem,Partido,Leandro N. Alem,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1486,Departamento,Departamento Leandro N. Alem,Departamento,Leandro N. Alem,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1110,Departamento,Partido de Lezama,Partido,Lezama,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1324,Departamento,Departamento Libertad,Departamento,Libertad,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1295,Departamento,Departamento Libertador General San Martín,Departamento,Libertador General San Martín,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1495,Departamento,Departamento Libertador General San Martín,Departamento,Libertador General San Martín,MISIONES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1435,Departamento,Departamento Lihuel Calel,Departamento,Lihuel Calel,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1437,Departamento,Departamento Limay Mahuida,Departamento,Limay Mahuida,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1231,Departamento,Partido de Lincoln,Partido,Lincoln,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
134,1270,Departamento,Partido de Lobería,Partido,Lobería,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1248,Departamento,Partido de Lobos,Partido,Lobos,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
149,1321,Departamento,Partido de Lomas de Zamora,Partido,Lomas de Zamora,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1448,Departamento,Departamento Loventué,Departamento,Loventué,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1225,Departamento,Partido de Luján,Partido,Luján,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
24,1088,Departamento,Partido de Magdalena,Partido,Magdalena,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
7,1070,Departamento,Partido de Maipú,Partido,Maipú,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,,,,,,,,
297,1183,Departamento,Departamento Maipú,Departamento,Maipú,CHACO,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1229,Departamento,Partido de Malvinas Argentinas,Partido,Malvinas Argentinas,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1083,Departamento,Partido de Mar Chiquita,Partido,Mar Chiquita,BUENOS AIRES,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1439,Departamento,Departamento Maracó,Departamento,Maracó,LA PAMPA,HORTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
